it,00_0,01_0,10_0,11_0
731,2.19503e-05,-4.83572e-06,-4.83572e-06,1.87579e-05
732,2.17767e-05,-4.70323e-06,-4.70323e-06,1.86174e-05
733,2.16537e-05,-4.62207e-06,-4.62207e-06,1.91016e-05
734,2.16933e-05,-4.86566e-06,-4.86566e-06,1.89913e-05
735,2.22409e-05,-4.96998e-06,-4.96998e-06,1.83791e-05
736,2.18876e-05,-4.77114e-06,-4.77114e-06,1.8403e-05
737,2.20309e-05,-4.94082e-06,-4.94082e-06,1.87618e-05
738,2.16451e-05,-4.87975e-06,-4.87975e-06,1.83243e-05
739,2.16415e-05,-4.91893e-06,-4.91893e-06,1.91712e-05
740,2.21686e-05,-4.99181e-06,-4.99181e-06,1.86258e-05
741,2.15821e-05,-4.97303e-06,-4.97303e-06,1.85982e-05
742,2.22352e-05,-5.18903e-06,-5.18903e-06,1.88984e-05
743,2.2067e-05,-5.10769e-06,-5.10769e-06,1.87916e-05
744,2.18178e-05,-5.08356e-06,-5.08356e-06,1.86715e-05
745,2.15361e-05,-4.60531e-06,-4.60531e-06,1.88372e-05
746,2.21029e-05,-4.93401e-06,-4.93401e-06,1.88419e-05
747,2.22141e-05,-5.13293e-06,-5.13293e-06,1.8826e-05
748,2.18983e-05,-4.99066e-06,-4.99066e-06,1.86925e-05
749,2.17248e-05,-4.77998e-06,-4.77998e-06,1.86748e-05
750,2.16697e-05,-5.04778e-06,-5.04778e-06,1.85259e-05
751,2.17713e-05,-4.99804e-06,-4.99804e-06,1.85107e-05
752,2.18069e-05,-5.08971e-06,-5.08971e-06,1.84686e-05
753,2.21027e-05,-5.052e-06,-5.052e-06,1.90162e-05
754,2.17105e-05,-5.14806e-06,-5.14806e-06,1.84585e-05
755,2.14295e-05,-5.12511e-06,-5.12511e-06,1.86926e-05
756,2.18414e-05,-5.0677e-06,-5.0677e-06,1.8515e-05
757,2.15966e-05,-4.88781e-06,-4.88781e-06,1.85911e-05
758,2.16357e-05,-5.13421e-06,-5.13421e-06,1.84809e-05
759,2.19849e-05,-5.35834e-06,-5.35834e-06,1.90965e-05
760,2.16872e-05,-5.09175e-06,-5.09175e-06,1.86001e-05
761,2.18477e-05,-5.06938e-06,-5.06938e-06,1.85649e-05
762,2.19099e-05,-5.33598e-06,-5.33598e-06,1.83367e-05
763,2.18552e-05,-5.11547e-06,-5.11547e-06,1.84911e-05
764,2.17736e-05,-5.09146e-06,-5.09146e-06,1.85798e-05
765,2.15878e-05,-5.166e-06,-5.166e-06,1.86381e-05
766,2.24032e-05,-5.36948e-06,-5.36948e-06,1.86398e-05
767,2.18394e-05,-4.95413e-06,-4.95413e-06,1.83996e-05
768,2.21637e-05,-5.15107e-06,-5.15107e-06,1.87881e-05
769,2.19186e-05,-5.07355e-06,-5.07355e-06,1.83733e-05
770,2.18737e-05,-5.20673e-06,-5.20673e-06,1.8494e-05
771,2.18697e-05,-5.33222e-06,-5.33222e-06,1.86749e-05
772,2.14615e-05,-4.99919e-06,-4.99919e-06,1.8108e-05
773,2.18402e-05,-5.26889e-06,-5.26889e-06,1.865e-05
774,2.21326e-05,-5.32133e-06,-5.32133e-06,1.8721e-05
775,2.15831e-05,-5.12479e-06,-5.12479e-06,1.85715e-05
776,2.22435e-05,-5.42681e-06,-5.42681e-06,1.85059e-05
777,2.16302e-05,-5.29196e-06,-5.29196e-06,1.84739e-05
778,2.16279e-05,-5.203e-06,-5.203e-06,1.84604e-05
779,2.17199e-05,-5.04378e-06,-5.04378e-06,1.85663e-05
780,2.19047e-05,-5.36652e-06,-5.36652e-06,1.84104e-05
781,2.16645e-05,-5.25306e-06,-5.25306e-06,1.86346e-05
782,2.19709e-05,-5.16768e-06,-5.16768e-06,1.83582e-05
783,2.17601e-05,-5.1695e-06,-5.1695e-06,1.84853e-05
784,2.19154e-05,-5.08818e-06,-5.08818e-06,1.83384e-05
785,2.22041e-05,-5.25514e-06,-5.25514e-06,1.86319e-05
786,2.20954e-05,-5.49105e-06,-5.49105e-06,1.87098e-05
787,2.1815e-05,-5.22448e-06,-5.22448e-06,1.85592e-05
788,2.1984e-05,-5.29125e-06,-5.29125e-06,1.87873e-05
789,2.18349e-05,-5.38171e-06,-5.38171e-06,1.84309e-05
790,2.157e-05,-5.23602e-06,-5.23602e-06,1.84706e-05
791,2.18636e-05,-5.25186e-06,-5.25186e-06,1.84074e-05
792,2.19941e-05,-5.48462e-06,-5.48462e-06,1.85677e-05
793,2.15953e-05,-4.86772e-06,-4.86772e-06,1.81962e-05
794,2.15653e-05,-5.09634e-06,-5.09634e-06,1.83614e-05
795,2.20729e-05,-5.17872e-06,-5.17872e-06,1.82948e-05
796,2.16105e-05,-5.18167e-06,-5.18167e-06,1.86783e-05
797,2.16049e-05,-5.26904e-06,-5.26904e-06,1.87589e-05
798,2.13569e-05,-5.13307e-06,-5.13307e-06,1.84738e-05
799,2.15204e-05,-5.49534e-06,-5.49534e-06,1.8416e-05
800,2.15929e-05,-5.46764e-06,-5.46764e-06,1.83385e-05
801,2.15976e-05,-5.56869e-06,-5.56869e-06,1.81887e-05
802,2.19602e-05,-5.41535e-06,-5.41535e-06,1.86081e-05
803,2.20243e-05,-5.20947e-06,-5.20947e-06,1.8226e-05
804,2.19925e-05,-5.41679e-06,-5.41679e-06,1.8172e-05
805,2.17416e-05,-5.24862e-06,-5.24862e-06,1.8297e-05
806,2.17115e-05,-5.02332e-06,-5.02332e-06,1.7994e-05
807,2.19346e-05,-5.41895e-06,-5.41895e-06,1.82173e-05
808,2.17956e-05,-5.60667e-06,-5.60667e-06,1.85005e-05
809,2.15217e-05,-5.2528e-06,-5.2528e-06,1.81551e-05
810,2.18653e-05,-5.15714e-06,-5.15714e-06,1.82765e-05
811,2.18843e-05,-5.4851e-06,-5.4851e-06,1.82972e-05
812,2.1783e-05,-5.36129e-06,-5.36129e-06,1.82576e-05
813,2.15733e-05,-5.39545e-06,-5.39545e-06,1.82769e-05
814,2.18836e-05,-5.58311e-06,-5.58311e-06,1.84642e-05
815,2.20567e-05,-5.3775e-06,-5.3775e-06,1.84548e-05
816,2.14092e-05,-5.2704e-06,-5.2704e-06,1.81677e-05
817,2.13128e-05,-5.14818e-06,-5.14818e-06,1.79273e-05
818,2.20408e-05,-5.5638e-06,-5.5638e-06,1.82742e-05
819,2.17815e-05,-5.57021e-06,-5.57021e-06,1.84506e-05
820,2.16694e-05,-5.41353e-06,-5.41353e-06,1.83865e-05
821,2.20473e-05,-5.52664e-06,-5.52664e-06,1.83911e-05
822,2.15389e-05,-5.21372e-06,-5.21372e-06,1.83902e-05
823,2.18928e-05,-5.59221e-06,-5.59221e-06,1.82017e-05
824,2.18954e-05,-5.56793e-06,-5.56793e-06,1.83186e-05
825,2.16902e-05,-5.37841e-06,-5.37841e-06,1.83607e-05
826,2.16012e-05,-5.37173e-06,-5.37173e-06,1.81833e-05
827,2.20818e-05,-5.52624e-06,-5.52624e-06,1.81983e-05
828,2.14537e-05,-5.36765e-06,-5.36765e-06,1.80322e-05
829,2.14518e-05,-5.38157e-06,-5.38157e-06,1.8317e-05
830,2.18788e-05,-5.67727e-06,-5.67727e-06,1.8358e-05
831,2.17464e-05,-5.68669e-06,-5.68669e-06,1.83385e-05
832,2.14464e-05,-5.31626e-06,-5.31626e-06,1.83406e-05
833,2.19367e-05,-5.67245e-06,-5.67245e-06,1.81234e-05
834,2.14176e-05,-5.50495e-06,-5.50495e-06,1.81723e-05
835,2.17428e-05,-5.43623e-06,-5.43623e-06,1.79338e-05
836,2.16929e-05,-5.2965e-06,-5.2965e-06,1.79648e-05
837,2.21107e-05,-5.58361e-06,-5.58361e-06,1.80028e-05
838,2.18826e-05,-5.51316e-06,-5.51316e-06,1.80174e-05
839,2.15458e-05,-5.53998e-06,-5.53998e-06,1.78172e-05
840,2.13956e-05,-5.35849e-06,-5.35849e-06,1.83702e-05
841,2.15859e-05,-5.40716e-06,-5.40716e-06,1.82971e-05
842,2.19384e-05,-5.30637e-06,-5.30637e-06,1.80464e-05
843,2.17306e-05,-5.59133e-06,-5.59133e-06,1.81999e-05
844,2.16795e-05,-5.4708e-06,-5.4708e-06,1.7809e-05
845,2.17436e-05,-5.34239e-06,-5.34239e-06,1.84107e-05
846,2.18588e-05,-5.74747e-06,-5.74747e-06,1.79873e-05
847,2.16553e-05,-5.65491e-06,-5.65491e-06,1.8338e-05
848,2.14614e-05,-5.28285e-06,-5.28285e-06,1.81423e-05
849,2.20294e-05,-5.60326e-06,-5.60326e-06,1.83055e-05
850,2.16539e-05,-5.47741e-06,-5.47741e-06,1.7939e-05
851,2.18946e-05,-5.76591e-06,-5.76591e-06,1.85899e-05
852,2.17332e-05,-5.49447e-06,-5.49447e-06,1.78961e-05
853,2.18213e-05,-5.47125e-06,-5.47125e-06,1.79861e-05
854,2.13748e-05,-5.35784e-06,-5.35784e-06,1.78121e-05
855,2.17979e-05,-5.72287e-06,-5.72287e-06,1.84261e-05
856,2.16354e-05,-5.68284e-06,-5.68284e-06,1.78551e-05
857,2.17159e-05,-5.77308e-06,-5.77308e-06,1.82276e-05
858,2.1719e-05,-5.64215e-06,-5.64215e-06,1.8024e-05
859,2.15305e-05,-5.34801e-06,-5.34801e-06,1.80617e-05
860,2.19171e-05,-5.57786e-06,-5.57786e-06,1.78487e-05
